LocationDesc,YearStart,Data_Value,Category 
Connecticut,2014,21.8,Other
Connecticut,2014,38.6,2 or more races
Connecticut,2014,DNE,American Indian/Alaska Native
Connecticut,2014,DNE,Hawaiian/Pacific Islander
Connecticut,2014,13.1,Asian
Connecticut,2012,28.7,25 - 34
Connecticut,2015,35.3,Other
Connecticut,2012,28,35 - 44
Connecticut,2013,15.5,18 - 24
Connecticut,2012,27.9,55 - 64
Connecticut,2012,26.5,65-100
Connecticut,2012,35.5,"Less than $15,000"
Connecticut,2012,28.8,45 - 54
Connecticut,2012,30.8,"$25,000 - $34,999"
Connecticut,2015,29.1,"$25,000 - $34,999"
Connecticut,2012,28.7,"$50,000 - $74,999"
Connecticut,2012,21.4,"$75,000 or greater"
Connecticut,2012,21.2,Data not reported
Connecticut,2014,27.5,Hispanic
Connecticut,2015,36.8,Non-Hispanic Black
Connecticut,2015,32.2,2 or more races
Connecticut,2015,30.3,Hispanic
Connecticut,2015,23.7,Non-Hispanic White
Connecticut,2015,20.5,American Indian/Alaska Native
Connecticut,2015,10.1,Asian
Connecticut,2015,DNE,Hawaiian/Pacific Islander
Connecticut,2015,36.6,"Less than $15,000"
Connecticut,2015,32.1,"$15,000 - $24,999"
Connecticut,2012,30.8,"$15,000 - $24,999"
Connecticut,2011,DNE,Hawaiian/Pacific Islander
Connecticut,2011,23.2,"$50,000 - $74,999"
Connecticut,2011,20.7,"$75,000 or greater"
Connecticut,2011,24.8,Data not reported
Connecticut,2011,23,Non-Hispanic White
Connecticut,2011,32.8,Non-Hispanic Black
Connecticut,2012,9.6,18 - 24
Connecticut,2011,6.3,Asian
Connecticut,2011,28.7,"$15,000 - $24,999"
Connecticut,2011,DNE,American Indian/Alaska Native
Connecticut,2011,30.1,2 or more races
Connecticut,2011,36,Other
Connecticut,2014,25.1,Non-Hispanic White
Connecticut,2012,27.1,Male
Connecticut,2012,24.1,Female
Connecticut,2011,32.6,Hispanic
Connecticut,2011,16.1,18 - 24
Connecticut,2014,37.3,Non-Hispanic Black
Connecticut,2015,29,45 - 54
Connecticut,2015,29.5,55 - 64
Connecticut,2014,19.7,Data not reported
Connecticut,2014,23.9,"$75,000 or greater"
Connecticut,2014,30.1,"$50,000 - $74,999"
Connecticut,2011,27.5,"$35,000 - $49,999"
Connecticut,2011,23.6,Female
Connecticut,2011,24.7,"$25,000 - $34,999"
Connecticut,2011,25.4,35 - 44
Connecticut,2013,21.5,25 - 34
Connecticut,2011,28.6,55 - 64
Connecticut,2011,23.7,65-100
Connecticut,2011,31.7,"Less than $15,000"
Connecticut,2011,27,45 - 54
Connecticut,2011,25.4,Male
Connecticut,2013,21.2,"$75,000 or greater"
Connecticut,2013,22.8,"$50,000 - $74,999"
Connecticut,2011,23.2,25 - 34
Connecticut,2013,28.6,35 - 44
Connecticut,2014,27.6,"$35,000 - $49,999"
Connecticut,2013,32.8,Hispanic
Connecticut,2013,32.5,Non-Hispanic Black
Connecticut,2013,26.2,45 - 54
Connecticut,2013,23.6,Data not reported
Connecticut,2013,DNE,Hawaiian/Pacific Islander
Connecticut,2014,26.8,35 - 44
Connecticut,2013,26.3,65-100
Connecticut,2013,29.6,"Less than $15,000"
Connecticut,2013,33.6,"$15,000 - $24,999"
Connecticut,2013,28.6,"$25,000 - $34,999"
Connecticut,2013,28.1,"$35,000 - $49,999"
Connecticut,2013,23.3,Non-Hispanic White
Connecticut,2014,30.8,45 - 54
Connecticut,2014,27.7,"$25,000 - $34,999"
Connecticut,2014,30.9,"$15,000 - $24,999"
Connecticut,2014,34,"Less than $15,000"
Connecticut,2014,25,25 - 34
Connecticut,2014,27.2,65-100
Connecticut,2013,9.2,Asian
Connecticut,2014,11.4,18 - 24
Connecticut,2013,28.4,55 - 64
Connecticut,2014,26,Female
Connecticut,2014,26.5,Male
Connecticut,2013,16,Other
Connecticut,2013,33.1,2 or more races
Connecticut,2013,DNE,American Indian/Alaska Native
Connecticut,2014,31.7,55 - 64
Delaware,2014,37.7,Non-Hispanic Black
Delaware,2014,10.7,Asian
Delaware,2014,31.3,Hispanic
Delaware,2012,30.1,"$15,000 - $24,999"
Delaware,2011,DNE,Other
Delaware,2012,26,Male
Delaware,2012,25.2,25 - 34
Delaware,2012,29.4,35 - 44
Delaware,2012,32.1,45 - 54
Delaware,2012,35.1,55 - 64
Delaware,2014,DNE,American Indian/Alaska Native
Delaware,2012,32,"Less than $15,000"
Delaware,2014,DNE,Hawaiian/Pacific Islander
Delaware,2012,35.5,"$25,000 - $34,999"
Delaware,2012,30.5,"$35,000 - $49,999"
Delaware,2012,26.1,"$50,000 - $74,999"
Delaware,2012,24.4,"$75,000 or greater"
Delaware,2014,DNE,Other
Delaware,2014,24.9,"$75,000 or greater"
Delaware,2014,27.5,2 or more races
Delaware,2012,26,65-100
Delaware,2013,30.8,25 - 34
Delaware,2013,25.5,Data not reported
Delaware,2013,28.2,"$75,000 or greater"
Delaware,2013,31.7,"$50,000 - $74,999"
Delaware,2013,29.9,"$35,000 - $49,999"
Delaware,2013,36.8,"$25,000 - $34,999"
Delaware,2013,36.3,"$15,000 - $24,999"
Delaware,2013,36.5,"Less than $15,000"
Delaware,2013,30.3,65-100
Delaware,2013,34.6,55 - 64
Delaware,2012,15.8,Data not reported
Delaware,2013,31.4,35 - 44
Delaware,2013,36.4,Hispanic
Delaware,2013,16,18 - 24
Delaware,2013,31.5,Female
Delaware,2013,30.6,Male
Delaware,2012,DNE,Other
Delaware,2012,26.6,2 or more races
Delaware,2012,DNE,American Indian/Alaska Native
Delaware,2012,DNE,Hawaiian/Pacific Islander
Delaware,2012,2.9,Asian
Delaware,2012,34.5,Non-Hispanic Black
Delaware,2013,39.1,45 - 54
Delaware,2014,34.5,35 - 44
Delaware,2011,36.5,2 or more races
Delaware,2014,27.7,Data not reported
Delaware,2011,31.4,45 - 54
Delaware,2014,36.6,"$50,000 - $74,999"
Delaware,2014,34.6,"$35,000 - $49,999"
Delaware,2014,31.5,"$25,000 - $34,999"
Delaware,2014,33.8,"$15,000 - $24,999"
Delaware,2014,35.5,"Less than $15,000"
Delaware,2014,30.5,65-100
Delaware,2013,29.3,Non-Hispanic White
Delaware,2014,36.4,45 - 54
Delaware,2013,39.3,Non-Hispanic Black
Delaware,2014,25.9,25 - 34
Delaware,2014,31.9,Female
Delaware,2014,17.4,18 - 24
Delaware,2014,29.4,Male
Delaware,2013,19.1,Other
Delaware,2013,22.8,2 or more races
Delaware,2013,DNE,American Indian/Alaska Native
Delaware,2013,DNE,Hawaiian/Pacific Islander
Delaware,2013,8.2,Asian
Delaware,2014,29.6,Non-Hispanic White
Delaware,2014,35.9,55 - 64
Delaware,2015,31.1,"$35,000 - $49,999"
Delaware,2012,25.6,Non-Hispanic White
Delaware,2015,27.9,65-100
Delaware,2015,29.6,25 - 34
Delaware,2015,30.3,35 - 44
Delaware,2015,28.1,Male
Delaware,2015,31.2,Female
Delaware,2015,22.1,Data not reported
Delaware,2015,26,"$75,000 or greater"
Delaware,2011,DNE,American Indian/Alaska Native
Delaware,2015,32.8,Non-Hispanic Black
Delaware,2011,28.9,65-100
Delaware,2011,29,Male
Delaware,2015,33.2,"$25,000 - $34,999"
Delaware,2015,37.1,"Less than $15,000"
Delaware,2015,40.6,"$15,000 - $24,999"
Delaware,2015,DNE,2 or more races
Delaware,2015,DNE,American Indian/Alaska Native
Delaware,2015,DNE,Asian
Delaware,2015,DNE,Hawaiian/Pacific Islander
Delaware,2015,DNE,Other
Delaware,2015,29.4,Non-Hispanic White
Delaware,2015,38.3,Hispanic
Delaware,2015,30.2,"$50,000 - $74,999"
Delaware,2011,33.5,"Less than $15,000"
Delaware,2011,DNE,Hawaiian/Pacific Islander
Delaware,2011,2.1,Asian
Delaware,2011,22.4,Hispanic
Delaware,2011,38.2,Non-Hispanic Black
Delaware,2011,27.2,Non-Hispanic White
Delaware,2012,9.9,18 - 24
Delaware,2011,22,Data not reported
Delaware,2011,27,"$75,000 or greater"
Delaware,2011,26.4,"$50,000 - $74,999"
Delaware,2011,32.3,"$35,000 - $49,999"
Delaware,2011,35.6,"$15,000 - $24,999"
Delaware,2012,27.8,Female
Delaware,2011,36.1,55 - 64
Delaware,2011,33.2,35 - 44
Delaware,2011,25.3,25 - 34
Delaware,2011,14.2,18 - 24
Delaware,2011,28.6,Female
Delaware,2015,33.4,55 - 64
Delaware,2015,36.3,45 - 54
Delaware,2015,18.2,18 - 24
Delaware,2012,28.6,Hispanic
Delaware,2011,31,"$25,000 - $34,999"
District of Columbia,2011,20.8,25 - 34
District of Columbia,2015,27.8,"$35,000 - $49,999"
District of Columbia,2015,27.1,Data not reported
District of Columbia,2015,35.2,Non-Hispanic Black
District of Columbia,2015,23.3,Other
District of Columbia,2015,19.1,Hispanic
District of Columbia,2015,19.1,2 or more races
District of Columbia,2015,9.6,Non-Hispanic White
District of Columbia,2015,6.2,Asian
District of Columbia,2015,DNE,Hawaiian/Pacific Islander
District of Columbia,2015,DNE,American Indian/Alaska Native
District of Columbia,2015,23.9,"$50,000 - $74,999"
District of Columbia,2015,30.3,"$15,000 - $24,999"
District of Columbia,2015,12.3,25 - 34
District of Columbia,2015,19.8,"$25,000 - $34,999"
District of Columbia,2015,12.5,"$75,000 or greater"
District of Columbia,2015,26.4,Female
District of Columbia,2015,17.6,Male
District of Columbia,2015,33.7,45 - 54
District of Columbia,2015,29.7,65-100
District of Columbia,2015,28,55 - 64
District of Columbia,2015,22.5,35 - 44
District of Columbia,2015,15.4,18 - 24
District of Columbia,2015,35,"Less than $15,000"
District of Columbia,2013,27.5,"$25,000 - $34,999"
District of Columbia,2013,20.6,Male
District of Columbia,2013,DNE,American Indian/Alaska Native
District of Columbia,2013,DNE,Hawaiian/Pacific Islander
District of Columbia,2013,5,Asian
District of Columbia,2013,15.3,Hispanic
District of Columbia,2013,36.4,Non-Hispanic Black
District of Columbia,2013,9.8,Non-Hispanic White
District of Columbia,2013,20.7,Data not reported
District of Columbia,2013,13.5,"$75,000 or greater"
District of Columbia,2013,DNE,Other
District of Columbia,2013,24.3,"$35,000 - $49,999"
District of Columbia,2014,19.5,Male
District of Columbia,2013,35.1,"$15,000 - $24,999"
District of Columbia,2013,35.5,"Less than $15,000"
District of Columbia,2013,23.8,65-100
District of Columbia,2013,30.1,55 - 64
District of Columbia,2013,29.9,45 - 54
District of Columbia,2013,27.4,35 - 44
District of Columbia,2013,18.9,25 - 34
District of Columbia,2013,7.6,18 - 24
District of Columbia,2013,24.9,Female
District of Columbia,2013,20.5,"$50,000 - $74,999"
District of Columbia,2014,22.3,"$25,000 - $34,999"
District of Columbia,2014,DNE,Other
District of Columbia,2014,34.2,2 or more races
District of Columbia,2014,DNE,American Indian/Alaska Native
District of Columbia,2014,DNE,Hawaiian/Pacific Islander
District of Columbia,2014,5.9,Asian
District of Columbia,2014,19.9,Hispanic
District of Columbia,2014,33.9,Non-Hispanic Black
District of Columbia,2014,10.3,Non-Hispanic White
District of Columbia,2014,25,Data not reported
District of Columbia,2013,19.1,2 or more races
District of Columbia,2014,23,"$50,000 - $74,999"
District of Columbia,2014,28.8,"$35,000 - $49,999"
District of Columbia,2014,27.5,"$15,000 - $24,999"
District of Columbia,2014,34.1,"Less than $15,000"
District of Columbia,2014,23.7,65-100
District of Columbia,2014,26.5,55 - 64
District of Columbia,2014,32.8,45 - 54
District of Columbia,2014,20.6,35 - 44
District of Columbia,2014,18,25 - 34
District of Columbia,2014,10.3,18 - 24
District of Columbia,2014,23.7,Female
District of Columbia,2011,28.4,Female
District of Columbia,2011,20.3,"$50,000 - $74,999"
District of Columbia,2012,23.3,35 - 44
District of Columbia,2012,15.7,25 - 34
District of Columbia,2012,16,18 - 24
District of Columbia,2012,25.5,Female
District of Columbia,2012,17.9,Male
District of Columbia,2011,22.9,Other
District of Columbia,2011,32.2,2 or more races
District of Columbia,2011,DNE,American Indian/Alaska Native
District of Columbia,2011,DNE,Hawaiian/Pacific Islander
District of Columbia,2011,13.3,Hispanic
District of Columbia,2011,10.7,Non-Hispanic White
District of Columbia,2012,31,45 - 54
District of Columbia,2011,12.7,"$75,000 or greater"
District of Columbia,2011,0.9,Asian
District of Columbia,2011,27.6,"$35,000 - $49,999"
District of Columbia,2011,30,"$25,000 - $34,999"
District of Columbia,2011,35.3,"$15,000 - $24,999"
District of Columbia,2011,41.6,"Less than $15,000"
District of Columbia,2011,26.3,65-100
District of Columbia,2011,30.6,55 - 64
District of Columbia,2011,34.8,45 - 54
District of Columbia,2011,22,35 - 44
District of Columbia,2011,8.5,18 - 24
District of Columbia,2011,18.6,Male
District of Columbia,2012,DNE,Other
District of Columbia,2014,12.1,"$75,000 or greater"
District of Columbia,2011,22.1,Data not reported
District of Columbia,2012,29.3,Data not reported
District of Columbia,2012,19.1,65-100
District of Columbia,2012,26.8,"Less than $15,000"
District of Columbia,2012,28.5,"$15,000 - $24,999"
District of Columbia,2012,24.1,"$25,000 - $34,999"
District of Columbia,2012,22.6,"$35,000 - $49,999"
District of Columbia,2012,32.9,55 - 64
District of Columbia,2012,14.8,"$75,000 or greater"
District of Columbia,2012,33.7,Non-Hispanic Black
District of Columbia,2012,9.6,Non-Hispanic White
District of Columbia,2012,24.9,Hispanic
District of Columbia,2011,36.7,Non-Hispanic Black
District of Columbia,2012,DNE,Hawaiian/Pacific Islander
District of Columbia,2012,DNE,American Indian/Alaska Native
District of Columbia,2012,34.2,2 or more races
District of Columbia,2012,19,"$50,000 - $74,999"
District of Columbia,2012,4.6,Asian
Florida,2012,DNE,Other
Florida,2013,22.8,"$75,000 or greater"
Florida,2013,27.7,"$50,000 - $74,999"
Florida,2013,28.7,"$35,000 - $49,999"
Florida,2013,26.5,"$25,000 - $34,999"
Florida,2013,27.2,"$15,000 - $24,999"
Florida,2014,29.9,"$15,000 - $24,999"
Florida,2013,33.7,"Less than $15,000"
Florida,2014,28.9,"$25,000 - $34,999"
Florida,2013,24.8,65-100
Florida,2013,32.2,45 - 54
Florida,2013,32,35 - 44
Florida,2013,25.1,Non-Hispanic White
Florida,2013,27.5,Male
Florida,2013,34.2,Non-Hispanic Black
Florida,2012,22.9,2 or more races
Florida,2012,31.4,American Indian/Alaska Native
Florida,2012,DNE,Hawaiian/Pacific Islander
Florida,2012,12.1,Asian
Florida,2012,25.1,Hispanic
Florida,2012,34.5,Non-Hispanic Black
Florida,2012,23.5,Non-Hispanic White
Florida,2012,21,Data not reported
Florida,2012,20.9,"$75,000 or greater"
Florida,2012,25.9,"$50,000 - $74,999"
Florida,2012,25.5,"$35,000 - $49,999"
Florida,2012,26,"$25,000 - $34,999"
Florida,2013,25.3,Female
Florida,2014,25.8,Male
Florida,2014,27.2,Hispanic
Florida,2014,12.8,Asian
Florida,2014,DNE,Hawaiian/Pacific Islander
Florida,2014,DNE,American Indian/Alaska Native
Florida,2014,23.2,2 or more races
Florida,2011,29.7,"$25,000 - $34,999"
Florida,2014,DNE,Other
Florida,2012,29.8,"$15,000 - $24,999"
Florida,2014,24.4,Non-Hispanic White
Florida,2014,19.5,Data not reported
Florida,2014,23.5,"$75,000 or greater"
Florida,2014,25.3,"$50,000 - $74,999"
Florida,2013,20.1,Data not reported
Florida,2013,20.2,Other
Florida,2014,36.3,Non-Hispanic Black
Florida,2014,15.3,18 - 24
Florida,2014,24.3,25 - 34
Florida,2014,31.2,35 - 44
Florida,2014,33.1,45 - 54
Florida,2014,27.3,"$35,000 - $49,999"
Florida,2014,28.4,55 - 64
Florida,2014,23.2,65-100
Florida,2014,31.5,"Less than $15,000"
Florida,2013,34.9,American Indian/Alaska Native
Florida,2013,22.4,Hawaiian/Pacific Islander
Florida,2013,14.1,Asian
Florida,2013,26.4,Hispanic
Florida,2013,33.8,2 or more races
Florida,2015,27.1,"$50,000 - $74,999"
Florida,2011,27.7,Male
Florida,2011,26.5,"$50,000 - $74,999"
Florida,2014,26.6,Female
Florida,2013,28,55 - 64
Florida,2015,16.5,18 - 24
Florida,2015,23.4,25 - 34
Florida,2015,25.8,65-100
Florida,2015,28,35 - 44
Florida,2015,30.3,55 - 64
Florida,2015,33.8,45 - 54
Florida,2015,25.9,Female
Florida,2015,27.7,Male
Florida,2012,28.5,"Less than $15,000"
Florida,2015,24,"$75,000 or greater"
Florida,2011,25.6,Female
Florida,2015,28.7,"$25,000 - $34,999"
Florida,2015,29.1,"Less than $15,000"
Florida,2015,29.1,"$35,000 - $49,999"
Florida,2015,30,"$15,000 - $24,999"
Florida,2015,DNE,Hawaiian/Pacific Islander
Florida,2015,DNE,Other
Florida,2015,7.3,Asian
Florida,2015,13.2,American Indian/Alaska Native
Florida,2015,24.8,2 or more races
Florida,2015,26,Non-Hispanic White
Florida,2015,26.1,Hispanic
Florida,2015,35.3,Non-Hispanic Black
Florida,2015,22.2,Data not reported
Florida,2011,DNE,Hawaiian/Pacific Islander
Florida,2012,22.9,65-100
Florida,2012,30.6,55 - 64
Florida,2012,30.8,45 - 54
Florida,2012,28,35 - 44
Florida,2012,23.6,25 - 34
Florida,2012,13.1,18 - 24
Florida,2012,23.9,Female
Florida,2012,26.5,Male
Florida,2013,25.3,25 - 34
Florida,2011,DNE,Other
Florida,2013,12.3,18 - 24
Florida,2011,22.3,American Indian/Alaska Native
Florida,2011,10.7,18 - 24
Florida,2011,31.8,"Less than $15,000"
Florida,2011,25.9,25 - 34
Florida,2011,29.9,35 - 44
Florida,2011,34.3,45 - 54
Florida,2011,26.7,2 or more races
Florida,2011,23.4,65-100
Florida,2011,6.2,Asian
Florida,2011,30.2,"$15,000 - $24,999"
Florida,2011,27.2,"$35,000 - $49,999"
Florida,2011,22.4,"$75,000 or greater"
Florida,2011,20.3,Data not reported
Florida,2011,24.9,Non-Hispanic White
Florida,2011,35.7,Non-Hispanic Black
Florida,2011,27.8,Hispanic
Florida,2011,31.2,55 - 64
Georgia,2011,34.4,55 - 64
Georgia,2015,31.5,25 - 34
Georgia,2015,30.2,35 - 44
Georgia,2013,35.9,55 - 64
Georgia,2012,24.9,Data not reported
Georgia,2013,12,Asian
Georgia,2013,28.5,Hispanic
Georgia,2013,38.3,Non-Hispanic Black
Georgia,2013,27.4,Non-Hispanic White
Georgia,2013,25.2,Data not reported
Georgia,2013,25.2,"$75,000 or greater"
Georgia,2013,33.2,"$50,000 - $74,999"
Georgia,2013,31.6,"$35,000 - $49,999"
Georgia,2013,32.3,"$25,000 - $34,999"
Georgia,2013,33.4,"$15,000 - $24,999"
Georgia,2013,30.7,American Indian/Alaska Native
Georgia,2013,26.5,65-100
Georgia,2013,37.1,2 or more races
Georgia,2013,34.9,45 - 54
Georgia,2013,34.7,35 - 44
Georgia,2013,19.8,18 - 24
Georgia,2013,29.2,Male
Georgia,2012,17.9,Other
Georgia,2012,36.8,2 or more races
Georgia,2012,DNE,American Indian/Alaska Native
Georgia,2012,DNE,Hawaiian/Pacific Islander
Georgia,2012,8.5,Asian
Georgia,2012,29.2,Hispanic
Georgia,2012,36.4,Non-Hispanic Black
Georgia,2012,26.3,Non-Hispanic White
Georgia,2013,35.8,"Less than $15,000"
Georgia,2014,33.9,"$35,000 - $49,999"
Georgia,2011,29.6,35 - 44
Georgia,2015,16,18 - 24
Georgia,2014,DNE,Other
Georgia,2014,27.2,2 or more races
Georgia,2014,DNE,American Indian/Alaska Native
Georgia,2014,DNE,Hawaiian/Pacific Islander
Georgia,2014,4.3,Asian
Georgia,2014,23.3,Hispanic
Georgia,2014,37.8,Non-Hispanic Black
Georgia,2014,28.9,Non-Hispanic White
Georgia,2014,26.4,Data not reported
Georgia,2013,DNE,Hawaiian/Pacific Islander
Georgia,2014,30.9,"$50,000 - $74,999"
Georgia,2013,31.5,Female
Georgia,2014,34,"$25,000 - $34,999"
Georgia,2014,32,"$15,000 - $24,999"
Georgia,2014,39.7,"Less than $15,000"
Georgia,2014,29.5,65-100
Georgia,2014,35.2,55 - 64
Georgia,2014,36.2,45 - 54
Georgia,2014,33.3,35 - 44
Georgia,2014,29,25 - 34
Georgia,2014,17,18 - 24
Georgia,2014,32.4,Female
Georgia,2014,28.6,Male
Georgia,2013,36.7,Other
Georgia,2014,24.1,"$75,000 or greater"
Georgia,2015,DNE,American Indian/Alaska Native
Georgia,2011,33.9,"Less than $15,000"
Georgia,2011,25.4,65-100
Georgia,2011,33.7,45 - 54
Georgia,2011,26.5,25 - 34
Georgia,2011,15,18 - 24
Georgia,2011,29.3,Female
Georgia,2011,26.7,Male
Georgia,2015,37.3,Non-Hispanic Black
Georgia,2012,25.3,"$75,000 or greater"
Georgia,2015,28.3,2 or more races
Georgia,2013,27.3,25 - 34
Georgia,2015,5.6,Asian
Georgia,2011,33.2,"$15,000 - $24,999"
Georgia,2015,DNE,Hawaiian/Pacific Islander
Georgia,2015,30.2,Hispanic
Georgia,2015,37.1,"$15,000 - $24,999"
Georgia,2015,36.2,"Less than $15,000"
Georgia,2015,33.8,"$35,000 - $49,999"
Georgia,2015,33.2,"$50,000 - $74,999"
Georgia,2015,30.8,"$25,000 - $34,999"
Georgia,2015,24.8,Data not reported
Georgia,2015,24.6,"$75,000 or greater"
Georgia,2015,32.3,Female
Georgia,2015,29.1,Male
Georgia,2015,37.9,55 - 64
Georgia,2015,36,45 - 54
Georgia,2015,29.7,65-100
Georgia,2015,DNE,Other
Georgia,2012,25.4,65-100
Georgia,2012,28,"$50,000 - $74,999"
Georgia,2012,27.7,"$35,000 - $49,999"
Georgia,2012,33.2,"$25,000 - $34,999"
Georgia,2015,27.9,Non-Hispanic White
Georgia,2012,32.4,"Less than $15,000"
Georgia,2011,29,"$25,000 - $34,999"
Georgia,2012,36,55 - 64
Georgia,2012,33.6,45 - 54
Georgia,2012,31.9,35 - 44
Georgia,2012,30.6,25 - 34
Georgia,2012,14,18 - 24
Georgia,2012,30.5,Female
Georgia,2012,27.7,Male
Georgia,2011,23.3,Data not reported
Georgia,2011,26.8,"$35,000 - $49,999"
Georgia,2012,33,"$15,000 - $24,999"
Georgia,2011,8.6,Other
Georgia,2011,31.2,"$50,000 - $74,999"
Georgia,2011,21.3,"$75,000 or greater"
Georgia,2011,25,Non-Hispanic White
Georgia,2011,36.8,Non-Hispanic Black
Georgia,2011,31.6,American Indian/Alaska Native
Georgia,2011,5.4,Asian
Georgia,2011,27.1,2 or more races
Georgia,2011,DNE,Hawaiian/Pacific Islander
Georgia,2011,26.4,Hispanic
Guam,2015,29.6,"$75,000 or greater"
Guam,2015,28.5,"$35,000 - $49,999"
Guam,2015,25,18 - 24
Guam,2015,28.4,"$25,000 - $34,999"
Guam,2015,36.5,25 - 34
Guam,2015,29.6,Female
Guam,2015,39.9,45 - 54
Guam,2015,28,35 - 44
Guam,2015,DNE,Other
Guam,2015,33.7,55 - 64
Guam,2015,33.4,Male
Guam,2015,32,"$15,000 - $24,999"
Guam,2015,33.2,Data not reported
Guam,2015,34,"Less than $15,000"
Guam,2015,37.1,"$50,000 - $74,999"
Guam,2015,DNE,Non-Hispanic Black
Guam,2015,9.9,Asian
Guam,2015,29.3,Non-Hispanic White
Guam,2015,31.2,2 or more races
Guam,2015,45.1,Hawaiian/Pacific Islander
Guam,2015,35.5,Hispanic
Guam,2014,28.9,"$35,000 - $49,999"
Guam,2015,22.3,65-100
